W / cm-1,R Gamma,R Delta,W / cm-1,Eps KKG Gamma Real,Eps KKG Gamma Imag,Eps KKG Delta Real,Eps KKG Delta Imag,W / cm-1,Eps Fit Gamma Real,Eps Fit Gamma Imag,Eps Fit Delta Real,Eps Fit Delta Imag
3043.507,0.00776,0.00542,3045.43,2.21126,0.37871,2.06898,0.36133,3055.528,2.21177,0.38092,2.06789,0.3621
3045.435,0.0077,0.00543,3047.36,2.21064,0.37397,2.06569,0.36572,3057.529,2.21132,0.38099,2.06755,0.36196
3047.364,0.00768,0.00542,3049.29,2.2131,0.37056,2.06108,0.36613,3059.53,2.21087,0.38105,2.06721,0.36182
3049.293,0.00769,0.00539,3051.22,2.21705,0.36961,2.06001,0.36509,3061.531,2.21042,0.38111,2.06686,0.36168
3051.221,0.00772,0.00538,3053.15,2.22085,0.37226,2.06103,0.36627,3063.532,2.20997,0.38118,2.06651,0.36153
3053.15,0.00776,0.00539,3055.08,2.22049,0.37645,2.0599,0.3689,3065.533,2.20951,0.38123,2.06617,0.36138
3055.079,0.00777,0.00539,3057.01,2.21574,0.37632,2.05637,0.37024,3067.534,2.20906,0.38129,2.06582,0.36123
3057.008,0.00773,0.00537,3058.94,2.21488,0.37226,2.05259,0.36854,3069.535,2.2086,0.38134,2.06547,0.36108
3058.936,0.00771,0.00534,3060.86,2.22056,0.3731,2.0522,0.36591,3071.536,2.20814,0.38139,2.06512,0.36093
3060.865,0.00776,0.00533,3062.79,2.22097,0.37835,2.05478,0.36696,3073.537,2.20767,0.38144,2.06477,0.36077
3062.794,0.00778,0.00535,3064.72,2.21466,0.37921,2.05376,0.37283,3075.538,2.20721,0.38149,2.06442,0.36062
3064.722,0.00773,0.00536,3066.65,2.21132,0.37533,2.0426,0.37092,3077.539,2.20674,0.38153,2.06407,0.36046
3066.651,0.00769,0.00528,3068.58,2.21256,0.37201,2.03888,0.36203,3079.54,2.20628,0.38158,2.06371,0.3603
3068.58,0.00769,0.00523,3070.51,2.21393,0.3684,2.04445,0.35942,3081.541,2.20581,0.38161,2.06336,0.36014
3070.509,0.00769,0.00526,3072.44,2.21994,0.36828,2.04299,0.35936,3083.542,2.20533,0.38165,2.063,0.35997
3072.437,0.00774,0.00525,3074.37,2.22325,0.3722,2.03846,0.35216,3085.543,2.20486,0.38169,2.06265,0.35981
3074.366,0.00778,0.0052,3076.3,2.22213,0.37524,2.0437,0.34287,3087.544,2.20438,0.38172,2.06229,0.35964
3076.295,0.00778,0.00521,3078.22,2.2213,0.37744,2.05635,0.34094,3089.545,2.20391,0.38175,2.06193,0.35947
3078.223,0.00778,0.00529,3080.15,2.21921,0.37985,2.06662,0.34882,3091.546,2.20343,0.38177,2.06157,0.3593
3080.152,0.00777,0.00538,3082.08,2.2139,0.37801,2.06604,0.35764,3093.547,2.20295,0.3818,2.06121,0.35912
3082.081,0.00772,0.0054,3084.01,2.21324,0.37344,2.0616,0.36125,3095.548,2.20246,0.38182,2.06085,0.35895
3084.01,0.0077,0.00538,3085.94,2.21667,0.37067,2.05944,0.36287,3097.549,2.20198,0.38184,2.06049,0.35877
3085.938,0.00772,0.00537,3087.87,2.22058,0.36977,2.0565,0.36284,3099.55,2.20149,0.38186,2.06013,0.35859
3087.867,0.00775,0.00535,3089.8,2.22634,0.37356,2.05487,0.3595,3101.551,2.201,0.38187,2.05977,0.35841
3089.796,0.00781,0.00533,3091.72,2.2265,0.3795,2.05987,0.35822,3103.552,2.20052,0.38188,2.05941,0.35822
3091.724,0.00783,0.00536,3093.65,2.22269,0.3832,2.06627,0.36433,3105.553,2.20002,0.38189,2.05905,0.35804
3093.653,0.00781,0.00542,3095.58,2.21801,0.38293,2.06558,0.37656,3107.554,2.19953,0.3819,2.05868,0.35785
3095.582,0.00777,0.00545,3097.51,2.21589,0.37906,2.05205,0.38361,3109.555,2.19904,0.3819,2.05832,0.35766
3097.511,0.00774,0.00538,3099.44,2.22009,0.37747,2.03582,0.37614,3111.556,2.19854,0.3819,2.05795,0.35747
3099.439,0.00777,0.00525,3101.37,2.22433,0.38204,2.03299,0.36171,3113.557,2.19804,0.3819,2.05759,0.35728
3101.368,0.00782,0.00519,3103.3,2.22132,0.3868,2.04393,0.35712,3115.558,2.19754,0.3819,2.05722,0.35708
3103.297,0.00781,0.00525,3105.22,2.21628,0.3874,2.04888,0.3632,3117.559,2.19704,0.38189,2.05685,0.35689
3105.225,0.00777,0.0053,3107.15,2.21357,0.38514,2.041,0.36409,3119.56,2.19654,0.38188,2.05648,0.35669
3107.154,0.00774,0.00525,3109.08,2.21411,0.38372,2.03692,0.35597,3121.561,2.19604,0.38187,2.05612,0.35649
3109.083,0.00774,0.0052,3111.01,2.21431,0.38323,2.04449,0.35208,3123.562,2.19553,0.38185,2.05575,0.35629
3111.012,0.00774,0.00524,3112.94,2.21469,0.38221,2.04951,0.35442,3125.563,2.19503,0.38183,2.05538,0.35608
3112.94,0.00774,0.00528,3114.87,2.21768,0.3838,2.04985,0.35723,3127.564,2.19452,0.38181,2.05501,0.35587
3114.869,0.00777,0.00529,3116.8,2.2177,0.38685,2.04912,0.359,3129.565,2.19401,0.38179,2.05464,0.35567
3116.798,0.00778,0.00529,3118.73,2.2165,0.38998,2.04761,0.35905,3131.566,2.1935,0.38177,2.05427,0.35545
3118.726,0.00778,0.00528,3120.66,2.21371,0.39394,2.04779,0.35859,3133.567,2.19299,0.38174,2.0539,0.35524
3120.655,0.00777,0.00528,3122.58,2.20619,0.39469,2.04899,0.35928,3135.568,2.19247,0.38171,2.05352,0.35503
3122.584,0.00771,0.00529,3124.51,2.19894,0.38869,2.04987,0.36074,3137.569,2.19196,0.38167,2.05315,0.35481
3124.512,0.00763,0.0053,3126.44,2.19909,0.37906,2.0517,0.36715,3139.57,2.19144,0.38164,2.05278,0.35459
3126.441,0.0076,0.00533,3128.37,2.20897,0.37527,2.04441,0.37362,3141.571,2.19092,0.3816,2.05241,0.35437
3128.37,0.00767,0.0053,3130.3,2.21869,0.38428,2.03173,0.37167,3143.572,2.1904,0.38155,2.05203,0.35415
3130.299,0.00778,0.00521,3132.23,2.21224,0.39461,2.02383,0.36203,3145.573,2.18988,0.38151,2.05166,0.35393
3132.227,0.00776,0.00513,3134.16,2.19775,0.39172,2.02455,0.35314,3147.574,2.18936,0.38146,2.05129,0.3537
3134.156,0.00763,0.00511,3136.09,2.19327,0.37855,2.02623,0.34541,3149.575,2.18884,0.38141,2.05091,0.35347
3136.085,0.00755,0.0051,3138.01,2.20441,0.37139,2.03087,0.33751,3151.576,2.18832,0.38136,2.05054,0.35324
3138.013,0.00762,0.00511,3139.94,2.21549,0.37698,2.04122,0.33398,3153.577,2.18779,0.3813,2.05016,0.35301
3139.942,0.00773,0.00517,3141.87,2.21406,0.38385,2.05151,0.33817,3155.578,2.18727,0.38124,2.04979,0.35277
3141.871,0.00774,0.00525,3143.8,2.21004,0.38496,2.05432,0.34609,3157.579,2.18674,0.38118,2.04941,0.35254
3143.8,0.00771,0.00529,3145.73,2.21016,0.38468,2.0495,0.34707,3159.58,2.18621,0.38112,2.04903,0.3523
3145.728,0.00771,0.00526,3147.66,2.21131,0.38786,2.0521,0.34421,3161.581,2.18568,0.38105,2.04866,0.35206
3147.657,0.00773,0.00527,3149.59,2.20636,0.38822,2.06165,0.35014,3163.582,2.18515,0.38098,2.04828,0.35182
3149.586,0.00769,0.00535,3151.51,2.20445,0.38385,2.06128,0.36206,3165.583,2.18462,0.38091,2.04791,0.35157
3151.514,0.00766,0.00538,3153.44,2.20973,0.38264,2.05032,0.36689,3167.584,2.18409,0.38083,2.04753,0.35132
3153.443,0.0077,0.00532,3155.37,2.21336,0.38572,2.0426,0.3639,3169.585,2.18355,0.38075,2.04715,0.35108
3155.372,0.00774,0.00526,3157.3,2.21431,0.38938,2.04164,0.36256,3171.586,2.18302,0.38067,2.04677,0.35083
3157.301,0.00776,0.00525,3159.23,2.21596,0.39733,2.03746,0.36186,3173.587,2.18248,0.38059,2.0464,0.35057
3159.229,0.0078,0.00522,3161.16,2.20823,0.40459,2.03195,0.35703,3175.588,2.18194,0.3805,2.04602,0.35032
3161.158,0.00776,0.00517,3163.09,2.19597,0.40201,2.03076,0.34905,3177.589,2.18141,0.38041,2.04564,0.35006
3163.087,0.00765,0.00514,3165.01,2.19258,0.39552,2.03528,0.3415,3179.59,2.18087,0.38032,2.04526,0.3498
3165.015,0.0076,0.00515,3166.94,2.19386,0.39234,2.04505,0.33945,3181.591,2.18033,0.38022,2.04488,0.34954
3166.944,0.0076,0.00521,3168.87,2.19327,0.3908,2.05357,0.3443,3183.592,2.17979,0.38012,2.04451,0.34928
3168.873,0.00759,0.00528,3170.8,2.19204,0.38778,2.05625,0.35245,3185.593,2.17925,0.38002,2.04413,0.34902
3170.802,0.00757,0.00532,3172.73,2.19348,0.38417,2.0533,0.35972,3187.594,2.17871,0.37992,2.04375,0.34875
3172.73,0.00757,0.00532,3174.66,2.19765,0.38277,2.04662,0.36142,3189.595,2.17816,0.37981,2.04337,0.34848
3174.659,0.0076,0.00528,3176.59,2.20177,0.38455,2.04418,0.36007,3191.596,2.17762,0.3797,2.04299,0.34821
3176.588,0.00764,0.00526,3178.52,2.20393,0.38832,2.04576,0.36348,3193.597,2.17707,0.37959,2.04261,0.34794
3178.516,0.00767,0.00528,3180.45,2.20413,0.39378,2.04044,0.36893,3195.598,2.17653,0.37947,2.04224,0.34767
3180.445,0.00769,0.00526,3182.37,2.20028,0.40035,2.02892,0.36773,3197.599,2.17598,0.37935,2.04186,0.34739
3182.374,0.00768,0.00518,3184.3,2.18939,0.40039,2.02067,0.35883,3199.6,2.17544,0.37923,2.04148,0.34711
3184.303,0.00759,0.0051,3186.23,2.18207,0.39154,2.02056,0.34821,3201.601,2.17489,0.37911,2.0411,0.34683
3186.231,0.0075,0.00507,3188.16,2.18628,0.38405,2.02629,0.34156,3203.602,2.17434,0.37898,2.04072,0.34655
3188.16,0.00751,0.00509,3190.09,2.19288,0.38263,2.03202,0.33845,3205.603,2.17379,0.37885,2.04034,0.34626
3190.089,0.00756,0.00512,3192.02,2.19767,0.38583,2.03804,0.33832,3207.604,2.17324,0.37872,2.03996,0.34598
3192.017,0.00761,0.00516,3193.95,2.1988,0.39205,2.04264,0.34184,3209.605,2.17269,0.37858,2.03959,0.34569
3193.946,0.00764,0.0052,3195.88,2.19372,0.39566,2.0417,0.34414,3211.606,2.17214,0.37844,2.03921,0.3454
3195.875,0.00761,0.0052,3197.8,2.18907,0.39518,2.04095,0.34228,3213.607,2.17159,0.3783,2.03883,0.34511
3197.804,0.00757,0.00519,3199.73,2.18745,0.39618,2.04576,0.34141,3215.608,2.17104,0.37815,2.03845,0.34481
3199.732,0.00756,0.00522,3201.66,2.18088,0.3945,2.0516,0.34551,3217.609,2.17049,0.378,2.03807,0.34451
3201.661,0.0075,0.00527,3203.59,2.17651,0.38725,2.05344,0.3521,3219.61,2.16994,0.37785,2.0377,0.34422
3203.59,0.00744,0.0053,3205.52,2.18005,0.38142,2.05272,0.36109,3221.611,2.16938,0.3777,2.03732,0.34392
3205.518,0.00745,0.00532,3207.45,2.18434,0.37973,2.04484,0.3692,3223.612,2.16883,0.37754,2.03694,0.34361
3207.447,0.00748,0.00529,3209.38,2.18633,0.37774,2.03121,0.36944,3225.613,2.16827,0.37738,2.03656,0.34331
3209.376,0.00749,0.0052,3211.3,2.19206,0.37858,2.02096,0.36168,3227.614,2.16772,0.37722,2.03619,0.343
3211.305,0.00754,0.00511,3213.23,2.19451,0.38153,2.01798,0.35084,3229.615,2.16716,0.37705,2.03581,0.3427
3213.233,0.00757,0.00506,3215.16,2.19539,0.38241,2.02187,0.34132,3231.616,2.16661,0.37689,2.03543,0.34238
3215.162,0.00758,0.00506,3217.09,2.20134,0.38869,2.0313,0.34025,3233.617,2.16605,0.37671,2.03506,0.34207
3217.091,0.00765,0.00512,3219.02,2.19902,0.40052,2.03323,0.34292,3235.618,2.1655,0.37654,2.03468,0.34176
3219.019,0.00767,0.00514,3220.95,2.18356,0.40268,2.03116,0.3406,3237.619,2.16494,0.37636,2.0343,0.34144
3220.948,0.00755,0.00512,3222.88,2.17329,0.39225,2.03604,0.33962,3239.62,2.16438,0.37618,2.03393,0.34112
3222.877,0.00743,0.00515,3224.8,2.17692,0.38013,2.03899,0.34349,3241.621,2.16383,0.376,2.03355,0.3408
3224.805,0.00742,0.00518,3226.73,2.19056,0.37927,2.0347,0.34294,3243.622,2.16327,0.37581,2.03318,0.34048
3226.734,0.00753,0.00515,3228.66,2.19748,0.38935,2.03613,0.33938,3245.623,2.16271,0.37562,2.0328,0.34016
3228.663,0.00762,0.00515,3230.59,2.19108,0.39619,2.04194,0.33978,3247.624,2.16215,0.37543,2.03243,0.33983
3230.592,0.00759,0.00519,3232.52,2.18511,0.39602,2.04526,0.34273,3249.625,2.1616,0.37524,2.03205,0.3395
3232.52,0.00754,0.00522,3234.45,2.18406,0.39566,2.04851,0.34953,3251.626,2.16104,0.37504,2.03168,0.33917
3234.449,0.00753,0.00526,3236.38,2.18184,0.39511,2.04508,0.35792,3253.627,2.16048,0.37484,2.03131,0.33884
3236.378,0.00751,0.00526,3238.31,2.1813,0.39342,2.03508,0.36036,3255.628,2.15992,0.37463,2.03093,0.33851
3238.306,0.0075,0.0052,3240.24,2.18469,0.39702,2.02735,0.35727,3257.629,2.15936,0.37443,2.03056,0.33817
3240.235,0.00754,0.00514,3242.16,2.18081,0.40349,2.02239,0.35113,3259.63,2.1588,0.37422,2.03019,0.33784
3242.164,0.00753,0.00509,3244.09,2.1697,0.40382,2.02064,0.34066,3261.631,2.15824,0.374,2.02982,0.3375
3244.093,0.00744,0.00505,3246.02,2.16041,0.39392,2.02975,0.33272,3263.632,2.15768,0.37379,2.02945,0.33716
3246.021,0.00733,0.00509,3247.95,2.16396,0.38225,2.04426,0.33768,3265.633,2.15712,0.37357,2.02908,0.33681
3247.95,0.00732,0.0052,3249.88,2.1771,0.38277,2.04691,0.34981,3267.634,2.15656,0.37335,2.0287,0.33647
3249.879,0.00743,0.00525,3251.81,2.18041,0.3927,2.03918,0.35771,3269.635,2.15601,0.37312,2.02833,0.33612
3251.807,0.00749,0.00522,3253.74,2.17082,0.39825,2.02977,0.3587,3271.636,2.15545,0.37289,2.02797,0.33577
3253.736,0.00743,0.00516,3255.66,2.15907,0.39128,2.02255,0.35436,3273.637,2.15489,0.37266,2.0276,0.33542
3255.665,0.00731,0.0051,3257.59,2.15925,0.37872,2.0202,0.34909,3275.638,2.15433,0.37243,2.02723,0.33507
3257.594,0.00727,0.00507,3259.52,2.17156,0.37532,2.01939,0.34372,3277.639,2.15377,0.37219,2.02686,0.33471
3259.522,0.00736,0.00505,3261.45,2.17876,0.38162,2.02122,0.33921,3279.64,2.15321,0.37195,2.02649,0.33436
3261.451,0.00744,0.00505,3263.38,2.17643,0.38746,2.02412,0.33563,3281.641,2.15265,0.37171,2.02613,0.334
3263.38,0.00744,0.00506,3265.31,2.17219,0.38894,2.02921,0.33415,3283.642,2.15209,0.37147,2.02576,0.33364
3265.308,0.00741,0.00509,3267.24,2.16977,0.38898,2.03507,0.33827,3285.643,2.15153,0.37122,2.02539,0.33327
3267.237,0.00739,0.00514,3269.17,2.16669,0.3875,2.03375,0.3453,3287.644,2.15097,0.37097,2.02503,0.33291
3269.166,0.00736,0.00515,3271.09,2.16522,0.38513,2.02403,0.34338,3289.645,2.15041,0.37071,2.02466,0.33254
3271.095,0.00734,0.00508,3273.02,2.16441,0.38109,2.02284,0.3351,3291.646,2.14986,0.37046,2.0243,0.33218
3273.023,0.00732,0.00505,3274.95,2.16793,0.37832,2.03108,0.33318,3293.647,2.1493,0.3702,2.02394,0.33181
3274.952,0.00734,0.0051,3276.88,2.17234,0.37946,2.03429,0.33647,3295.648,2.14874,0.36993,2.02357,0.33144
3276.881,0.00738,0.00513,3278.81,2.17381,0.38195,2.03269,0.33669,3297.649,2.14818,0.36967,2.02321,0.33106
3278.809,0.0074,0.00512,3280.74,2.17462,0.38593,2.03552,0.33717,3299.65,2.14762,0.3694,2.02285,0.33069
3280.738,0.00742,0.00514,3282.67,2.17157,0.39045,2.03723,0.34039,3301.651,2.14707,0.36913,2.02249,0.33031
3282.667,0.00741,0.00516,3284.6,2.16391,0.38842,2.03523,0.34167,3303.652,2.14651,0.36885,2.02213,0.32993
3284.596,0.00734,0.00515,3286.52,2.16334,0.38377,2.03615,0.34312,3305.653,2.14595,0.36858,2.02177,0.32955
3286.524,0.00732,0.00516,3288.45,2.16683,0.3842,2.03609,0.34699,3307.654,2.1454,0.3683,2.02141,0.32917
3288.453,0.00735,0.00517,3290.38,2.16477,0.38627,2.03182,0.35011,3309.655,2.14484,0.36801,2.02105,0.32878
3290.382,0.00734,0.00515,3292.31,2.15973,0.38363,2.02584,0.35006,3311.656,2.14429,0.36773,2.02069,0.3284
3292.31,0.00729,0.00511,3294.24,2.15937,0.3785,2.02031,0.34514,3313.657,2.14373,0.36744,2.02034,0.32801
3294.239,0.00727,0.00506,3296.17,2.1628,0.37595,2.02091,0.33999,3315.658,2.14318,0.36715,2.01998,0.32762
3296.168,0.00729,0.00505,3298.1,2.16466,0.37432,2.02318,0.33806,3317.659,2.14262,0.36685,2.01963,0.32723
3298.097,0.0073,0.00506,3300.03,2.16773,0.37264,2.02279,0.33524,3319.66,2.14207,0.36656,2.01927,0.32683
3300.025,0.00732,0.00505,3301.95,2.1728,0.37206,2.02555,0.33206,3321.661,2.14151,0.36625,2.01892,0.32644
3301.954,0.00736,0.00506,3303.88,2.18045,0.37732,2.03029,0.33131,3323.662,2.14096,0.36595,2.01856,0.32604
3303.883,0.00744,0.00509,3305.81,2.1821,0.38848,2.0344,0.33237,3325.663,2.14041,0.36565,2.01821,0.32564
3305.811,0.00749,0.00512,3307.74,2.17226,0.39479,2.03913,0.33553,3327.664,2.13986,0.36534,2.01786,0.32524
3307.74,0.00743,0.00516,3309.67,2.16201,0.39009,2.04377,0.34639,3329.665,2.1393,0.36503,2.01751,0.32484
3309.669,0.00733,0.00522,3311.6,2.16267,0.38238,2.03461,0.35785,3331.666,2.13875,0.36471,2.01716,0.32443
3311.597,0.00731,0.00519,3313.53,2.17099,0.38287,2.01549,0.35319,3333.667,2.1382,0.36439,2.01681,0.32403
3313.526,0.00738,0.00505,3315.45,2.17315,0.38957,2.01022,0.33661,3335.668,2.13765,0.36407,2.01646,0.32362
3315.455,0.00742,0.00497,3317.38,2.16805,0.39309,2.02436,0.33126,3337.669,2.1371,0.36375,2.01612,0.32321
3317.384,0.00739,0.00505,3319.31,2.16494,0.39478,2.03074,0.3379,3339.67,2.13656,0.36342,2.01577,0.3228
3319.312,0.00737,0.00511,3321.24,2.16021,0.39439,2.02524,0.34038,3341.671,2.13601,0.3631,2.01543,0.32239
3321.241,0.00733,0.00508,3323.17,2.15742,0.3923,2.02369,0.34057,3343.672,2.13546,0.36276,2.01508,0.32197
3323.17,0.0073,0.00507,3325.1,2.15671,0.39107,2.01955,0.33956,3345.673,2.13491,0.36243,2.01474,0.32156
3325.098,0.00729,0.00504,3327.03,2.1553,0.3915,2.01427,0.33014,3347.674,2.13437,0.36209,2.01439,0.32114
3327.027,0.00728,0.00498,3328.96,2.15056,0.38822,2.02318,0.32255,3349.675,2.13382,0.36175,2.01405,0.32072
3328.956,0.00723,0.00502,3330.89,2.15095,0.38423,2.03505,0.32677,3351.676,2.13328,0.36141,2.01371,0.3203
3330.885,0.00722,0.00511,3332.81,2.1521,0.38142,2.03501,0.33457,3353.677,2.13273,0.36107,2.01337,0.31988
3332.813,0.00722,0.00513,3334.74,2.15356,0.37779,2.02802,0.3333,3355.678,2.13219,0.36072,2.01303,0.31945
3334.742,0.00722,0.00508,3336.67,2.15907,0.37611,2.02995,0.3284,3357.679,2.13165,0.36037,2.0127,0.31902
3336.671,0.00726,0.00508,3338.6,2.16522,0.37907,2.03647,0.32691,3359.68,2.13111,0.36001,2.01236,0.3186
3338.599,0.00732,0.00512,3340.53,2.16779,0.38483,2.0432,0.32875,3361.681,2.13057,0.35966,2.01202,0.31817
3340.528,0.00736,0.00517,3342.46,2.16671,0.39047,2.05095,0.33574,3363.682,2.13003,0.3593,2.01169,0.31773
3342.457,0.00737,0.00524,3344.39,2.16365,0.39497,2.05434,0.34978,3365.683,2.12949,0.35894,2.01135,0.3173
3344.386,0.00736,0.0053,3346.31,2.15886,0.39764,2.04488,0.36202,3367.684,2.12895,0.35857,2.01102,0.31687
3346.314,0.00733,0.00527,3348.24,2.15346,0.39596,2.02966,0.36252,3369.685,2.12841,0.3582,2.01069,0.31643
3348.243,0.00728,0.00517,3350.17,2.15395,0.39479,2.02275,0.35751,3371.686,2.12788,0.35783,2.01036,0.31599
3350.172,0.00728,0.00511,3352.1,2.15535,0.40018,2.02013,0.35295,3373.687,2.12734,0.35746,2.01003,0.31555
3352.1,0.00731,0.00508,3354.03,2.1469,0.40561,2.01883,0.34883,3375.688,2.12681,0.35709,2.0097,0.31511
3354.029,0.00726,0.00506,3355.96,2.13262,0.39873,2.01926,0.34403,3377.689,2.12627,0.35671,2.00937,0.31467
3355.958,0.00712,0.00505,3357.89,2.13086,0.38536,2.02438,0.34257,3379.69,2.12574,0.35633,2.00904,0.31423
3357.887,0.00706,0.00508,3359.82,2.14151,0.38038,2.02843,0.34739,3381.691,2.12521,0.35594,2.00872,0.31378
3359.815,0.00713,0.00512,3361.74,2.14886,0.38635,2.02385,0.35118,3383.692,2.12468,0.35556,2.00839,0.31333
3361.744,0.00721,0.0051,3363.67,2.1448,0.39316,2.01722,0.3453,3385.693,2.12415,0.35517,2.00807,0.31288
3363.673,0.0072,0.00504,3365.6,2.13527,0.39245,2.02383,0.34014,3387.694,2.12362,0.35478,2.00775,0.31243
3365.601,0.00712,0.00507,3367.53,2.12912,0.38366,2.03393,0.3449,3389.695,2.12309,0.35438,2.00743,0.31198
3367.53,0.00704,0.00515,3369.46,2.1329,0.37443,2.0367,0.35645,3391.696,2.12256,0.35399,2.00711,0.31153
3369.459,0.00704,0.0052,3371.39,2.14233,0.37219,2.03029,0.3681,3393.697,2.12204,0.35359,2.00679,0.31107
3371.388,0.00711,0.00519,3373.32,2.14858,0.37495,2.01625,0.3725,3395.698,2.12151,0.35318,2.00647,0.31061
3373.316,0.00717,0.00511,3375.24,2.15242,0.38058,2.00308,0.36789,3397.699,2.12099,0.35278,2.00615,0.31016
3375.245,0.00722,0.00501,3377.17,2.15205,0.38751,1.99642,0.35879,3399.7,2.12047,0.35237,2.00584,0.3097
3377.174,0.00724,0.00494,3379.1,2.14686,0.39119,1.996,0.34909,3401.701,2.11995,0.35196,2.00552,0.30923
3379.102,0.00721,0.00491,3381.03,2.14269,0.3924,2.00204,0.34549,3403.702,2.11943,0.35155,2.00521,0.30877
3381.031,0.00718,0.00494,3382.96,2.13822,0.39133,2.00436,0.34722,3405.703,2.11891,0.35114,2.0049,0.30831
3382.96,0.00714,0.00496,3384.89,2.13578,0.3883,2.00059,0.34534,3407.704,2.11839,0.35072,2.00459,0.30784
3384.889,0.00711,0.00493,3386.82,2.13671,0.38609,2.00142,0.33963,3409.705,2.11787,0.3503,2.00428,0.30737
3386.817,0.00711,0.00492,3388.75,2.13878,0.38706,2.01016,0.34046,3411.706,2.11736,0.34988,2.00397,0.3069
3388.746,0.00713,0.00498,3390.68,2.13804,0.38883,2.01411,0.34928,3413.707,2.11684,0.34945,2.00366,0.30643
3390.675,0.00713,0.00503,3392.6,2.13699,0.39135,2.00801,0.36004,3415.708,2.11633,0.34902,2.00336,0.30596
3392.603,0.00713,0.00502,3394.53,2.13317,0.39457,1.99098,0.3607,3417.709,2.11582,0.34859,2.00305,0.30549
3394.532,0.00711,0.00491,3396.46,2.12451,0.39171,1.97727,0.34643,3419.71,2.11531,0.34816,2.00275,0.30501
3396.461,0.00703,0.00478,3398.39,2.12168,0.3838,1.98086,0.33042,3421.711,2.1148,0.34772,2.00245,0.30454
3398.39,0.00698,0.00476,3400.32,2.12692,0.38007,1.99397,0.32418,3423.712,2.11429,0.34729,2.00214,0.30406
3400.318,0.00701,0.00483,3402.25,2.13022,0.38099,2.00525,0.33006,3425.713,2.11378,0.34685,2.00184,0.30358
3402.247,0.00704,0.00492,3404.18,2.13056,0.38311,2.00445,0.33967,3427.714,2.11328,0.3464,2.00155,0.3031
3404.176,0.00705,0.00494,3406.1,2.12875,0.38451,1.99396,0.33937,3429.715,2.11278,0.34596,2.00125,0.30262
3406.104,0.00704,0.00487,3408.03,2.12578,0.38279,1.99126,0.33101,3431.716,2.11227,0.34551,2.00095,0.30214
3408.033,0.00701,0.00483,3409.96,2.1266,0.38077,2.00046,0.33075,3433.717,2.11177,0.34506,2.00066,0.30165
3409.962,0.00701,0.00489,3411.89,2.12862,0.38188,2.00178,0.33872,3435.718,2.11127,0.34461,2.00037,0.30117
3411.89,0.00703,0.00492,3413.82,2.12702,0.38274,1.99127,0.34219,3437.719,2.11077,0.34415,2.00007,0.30068
3413.819,0.00702,0.00486,3415.75,2.12598,0.38233,1.97868,0.33201,3439.72,2.11028,0.3437,1.99978,0.30019
3415.748,0.00701,0.00475,3417.68,2.1259,0.3825,1.98013,0.31682,3441.721,2.10978,0.34324,1.99949,0.2997
3417.677,0.00701,0.00472,3419.61,2.12471,0.38238,1.99258,0.308,3443.722,2.10929,0.34277,1.99921,0.29921
3419.605,0.007,0.00478,3421.53,2.12405,0.38098,2.00699,0.30977,3445.723,2.10879,0.34231,1.99892,0.29872
3421.534,0.00699,0.00488,3423.46,2.12615,0.3819,2.0146,0.31754,3447.724,2.1083,0.34184,1.99863,0.29822
3423.463,0.00701,0.00495,3425.39,2.12537,0.38379,2.01637,0.32473,3449.725,2.10781,0.34137,1.99835,0.29773
3425.391,0.00701,0.00498,3427.32,2.12361,0.38505,2.0182,0.33545,3451.726,2.10732,0.3409,1.99807,0.29723
3427.32,0.007,0.00502,3429.25,2.12115,0.38501,2.00891,0.34349,3453.727,2.10684,0.34043,1.99779,0.29673
3429.249,0.00698,0.00498,3431.18,2.11954,0.38295,1.99685,0.33972,3455.728,2.10635,0.33995,1.99751,0.29623
3431.178,0.00696,0.00489,3433.11,2.12184,0.38333,1.99728,0.33489,3457.729,2.10587,0.33947,1.99723,0.29573
3433.106,0.00698,0.00488,3435.03,2.12177,0.38648,1.99993,0.33955,3459.73,2.10539,0.33899,1.99695,0.29523
3435.035,0.00699,0.00491,3436.96,2.11787,0.38698,1.98837,0.33809,3461.731,2.1049,0.33851,1.99667,0.29473
3436.964,0.00696,0.00483,3438.89,2.11717,0.38569,1.98381,0.32688,3463.732,2.10443,0.33802,1.9964,0.29422
3438.892,0.00695,0.00477,3440.82,2.12023,0.39018,1.99333,0.32196,3465.733,2.10395,0.33754,1.99613,0.29372
3440.821,0.00699,0.00482,3442.75,2.11548,0.3983,1.99944,0.32565,3467.734,2.10347,0.33705,1.99586,0.29321
3442.75,0.00698,0.00487,3444.68,2.10168,0.39861,1.99875,0.33125,3469.735,2.103,0.33655,1.99559,0.2927
3444.679,0.00687,0.00488,3446.61,2.09202,0.39217,1.99317,0.33384,3471.736,2.10252,0.33606,1.99532,0.29219
3446.607,0.00677,0.00485,3448.54,2.0861,0.38282,1.98645,0.33166,3473.737,2.10205,0.33556,1.99505,0.29168
3448.536,0.00669,0.0048,3450.47,2.08347,0.36836,1.98173,0.32445,3475.738,2.10158,0.33506,1.99479,0.29117
3450.465,0.00662,0.00475,3452.39,2.09339,0.35606,1.98327,0.31656,3477.739,2.10112,0.33456,1.99452,0.29066
3452.393,0.00666,0.00474,3454.32,2.11047,0.35659,1.9879,0.30837,3479.74,2.10065,0.33406,1.99426,0.29014
