W / cm-1,R Gamma,R Delta,W / cm-1,Eps KKG Gamma Real,Eps KKG Gamma Imag,Eps KKG Delta Real,Eps KKG Delta Imag,W / cm-1,Eps Fit Gamma Real,Eps Fit Gamma Imag,Eps Fit Delta Real,Eps Fit Delta Imag
5099.513,0.0063,0.0044,5101.44,2.09038,0.10379,2.02494,0.04932,,,,,
5101.442,0.00611,0.00463,5103.37,2.0991,0.07551,2.05794,0.07166,,,,,
5103.37,0.00616,0.00487,5105.3,2.12358,0.06571,2.05131,0.10856,,,,,
5105.299,0.00636,0.00485,5107.23,2.13715,0.07386,2.01252,0.11741,,,,,
5107.228,0.00648,0.00459,5109.16,2.12984,0.07648,1.99294,0.09892,,,,,
5109.157,0.00642,0.00444,5111.09,2.13168,0.06787,2.00275,0.08967,,,,,
5111.085,0.00643,0.0045,5113.01,2.14811,0.06841,1.99649,0.09362,,,,,
5113.014,0.00657,0.00446,5114.94,2.14874,0.07594,1.97031,0.07637,,,,,
5114.943,0.00658,0.00427,5116.87,2.14213,0.07017,1.97574,0.04115,,,,,
5116.871,0.00652,0.00429,5118.8,2.1591,0.0624,2.01861,0.02864,,,,,
5118.8,0.00666,0.00458,5120.73,2.18492,0.07651,2.04367,0.04962,,,,,
5120.729,0.00689,0.00476,5122.66,2.18692,0.10571,2.03516,0.06877,,,,,
5122.658,0.00693,0.00471,5124.59,2.16595,0.12481,2.02632,0.0711,,,,,
5124.586,0.00677,0.00465,5126.52,2.14262,0.12325,2.03029,0.07518,,,,,
5126.515,0.00657,0.00468,5128.44,2.13956,0.11967,2.02221,0.08437,,,,,
5128.444,0.00654,0.00463,5130.37,2.13167,0.12575,1.99971,0.07613,,,,,
5130.372,0.00648,0.00447,5132.3,2.10209,0.11553,2.00122,0.05658,,,,,
5132.301,0.00622,0.00447,5134.23,2.09471,0.08502,2.01645,0.04509,,,,,
5134.23,0.00613,0.00457,5136.16,2.12219,0.06845,2.03527,0.04479,,,,,
5136.158,0.00635,0.0047,5138.09,2.14144,0.07863,2.05724,0.06174,,,,,
5138.087,0.00652,0.00486,5140.02,2.13545,0.09286,2.05871,0.09412,,,,,
5140.016,0.00648,0.00489,5141.94,2.11688,0.08943,2.03114,0.11955,,,,,
5141.945,0.00632,0.00472,5143.87,2.11146,0.06945,1.99132,0.12236,,,,,
5143.873,0.00626,0.00445,5145.8,2.13137,0.0547,1.95422,0.10139,,,,,
5145.802,0.00642,0.00418,5147.73,2.15455,0.05973,1.93018,0.05755,,,,,
5147.731,0.00662,0.00399,5149.66,2.16177,0.0743,1.9427,0.00462,,,,,
5149.659,0.00669,0.00406,5151.59,2.16071,0.08702,1.9984,-0.02376,,,,,
5151.588,0.00669,0.00444,5153.52,2.1541,0.09494,2.04936,-0.00568,,,,,
5153.517,0.00664,0.00479,5155.45,2.14786,0.09864,2.05327,0.02589,,,,,
5155.446,0.00659,0.00482,5157.37,2.14168,0.10114,2.04288,0.0364,,,,,
5157.374,0.00654,0.00475,5159.3,2.13043,0.09594,2.04705,0.03921,,,,,
5159.303,0.00644,0.00478,5161.23,2.13359,0.08761,2.0509,0.04872,,,,,
5161.232,0.00646,0.00481,5163.16,2.14484,0.0933,2.0446,0.05759,,,,,
5163.16,0.00656,0.00477,5165.09,2.13447,0.10252,2.03848,0.06283,,,,,
5165.089,0.00648,0.00473,5167.02,2.11858,0.09608,2.02818,0.066,,,,,
5167.018,0.00634,0.00466,5168.95,2.12078,0.08556,2.01003,0.05578,,,,,
5168.947,0.00635,0.00453,5170.88,2.12672,0.0853,2.0111,0.03543,,,,,
5170.875,0.0064,0.00453,5172.8,2.11954,0.08639,2.0317,0.02712,,,,,
5172.804,0.00634,0.00467,5174.73,2.10759,0.07337,2.04297,0.0339,,,,,
5174.733,0.00623,0.00475,5176.66,2.11497,0.05184,2.04266,0.04132,,,,,
5176.661,0.00628,0.00475,5178.59,2.14372,0.04284,2.03823,0.04332,,,,,
5178.59,0.00652,0.00472,5180.52,2.17221,0.05801,2.03139,0.0351,,,,,
5180.519,0.00677,0.00467,5182.45,2.18035,0.08926,2.0405,0.02145,,,,,
5182.448,0.00686,0.00473,5184.38,2.1622,0.11735,2.06488,0.01932,,,,,
5184.376,0.00673,0.0049,5186.31,2.12633,0.12131,2.08566,0.03705,,,,,
5186.305,0.00643,0.00505,5188.23,2.10472,0.10353,2.08179,0.05739,,,,,
5188.234,0.00623,0.00503,5190.16,2.10429,0.08434,2.07418,0.06451,,,,,
5190.162,0.00621,0.00498,5192.09,2.11003,0.07266,2.08186,0.07558,,,,,
5192.091,0.00625,0.00504,5194.02,2.11649,0.06565,2.07552,0.09757,,,,,
5194.02,0.0063,0.00501,5195.95,2.12604,0.06442,2.04714,0.10744,,,,,
5195.949,0.00638,0.00482,5197.88,2.13036,0.06958,2.02263,0.0945,,,,,
5197.877,0.00642,0.00464,5199.81,2.1233,0.06973,2.02297,0.07641,,,,,
5199.806,0.00636,0.00463,5201.73,2.12378,0.06283,2.03621,0.07364,,,,,
5201.735,0.00636,0.00472,5203.66,2.13537,0.06588,2.03435,0.07861,,,,,
5203.663,0.00646,0.00471,5205.59,2.12754,0.07567,2.02888,0.07475,,,,,
5205.592,0.0064,0.00467,5207.52,2.10133,0.06154,2.04297,0.07885,,,,,
5207.521,0.00617,0.00477,5209.45,2.10542,0.025,2.04104,0.09809,,,,,
5209.45,0.00619,0.00477,5211.38,2.15638,0.00855,2.01544,0.10619,,,,,
5211.378,0.00662,0.0046,5213.31,2.20221,0.03861,1.99622,0.09611,,,,,
5213.307,0.00702,0.00446,5215.24,2.20357,0.08965,1.99427,0.08691,,,,,
5215.236,0.00706,0.00444,5217.16,2.16736,0.12307,1.98856,0.08537,,,,,
5217.164,0.00678,0.0044,5219.09,2.1184,0.11839,1.97166,0.07765,,,,,
5219.093,0.00636,0.00428,5221.02,2.09455,0.08638,1.95999,0.05772,,,,,
5221.022,0.00613,0.00419,5222.95,2.10413,0.05492,1.96283,0.03345,,,,,
5222.951,0.00619,0.0042,5224.88,2.12857,0.03946,1.98101,0.01732,,,,,
5224.879,0.00639,0.00432,5226.81,2.15988,0.04856,2.00147,0.01791,,,,,
5226.808,0.00666,0.00446,5228.74,2.16945,0.0807,2.00698,0.02989,,,,,
5228.737,0.00676,0.0045,5230.66,2.13719,0.09912,1.98945,0.02921,,,,,
5230.665,0.0065,0.00438,5232.59,2.10788,0.0839,1.9841,0.00808,,,,,
5232.594,0.00624,0.00434,5234.52,2.11187,0.06381,2.00747,-0.00799,,,,,
5234.523,0.00626,0.0045,5236.45,2.11936,0.05764,2.02774,-0.00843,,,,,
5236.451,0.00632,0.00464,5238.38,2.11284,0.04723,2.04794,-2.79E-04,,,,,
5238.38,0.00626,0.00478,5240.31,2.12314,0.02659,2.06622,0.02253,,,,,
5240.309,0.00634,0.00491,5242.24,2.1631,0.0255,2.06063,0.05392,,,,,
5242.238,0.00668,0.00488,5244.17,2.18828,0.06203,2.03206,0.07178,,,,,
5244.166,0.00691,0.00469,5246.1,2.15869,0.09589,2.00178,0.0689,,,,,
5246.095,0.00668,0.00448,5248.02,2.11471,0.08734,1.9796,0.05118,,,,,
5248.024,0.0063,0.00432,5249.95,2.10426,0.05268,1.9705,0.02517,,,,,
5249.952,0.00619,0.00425,5251.88,2.13362,0.0303,1.97971,0.00238,,,,,
5251.881,0.00643,0.00431,5253.81,2.16937,0.04585,1.99434,-0.00783,,,,,
5253.81,0.00674,0.00441,5255.74,2.16264,0.07818,1.99867,-0.01251,,,,,
5255.739,0.0067,0.00444,5257.67,2.12594,0.0807,1.99683,-0.02767,,,,,
5257.667,0.00639,0.00443,5259.6,2.11575,0.05881,2.01631,-0.04831,,,,,
5259.596,0.00629,0.00457,5261.52,2.13281,0.04952,2.05049,-0.05568,,,,,
5261.525,0.00643,0.00481,5263.45,2.13376,0.05402,2.08691,-0.04083,,,,,
5263.453,0.00644,0.00506,5265.38,2.12452,0.05009,2.10617,-0.00653,,,,,
5265.382,0.00636,0.00519,5267.31,2.12504,0.03918,2.09859,0.03222,,,,,
5267.311,0.00636,0.00514,5269.24,2.13128,0.02958,2.0621,0.05263,,,,,
5269.24,0.00641,0.00489,5271.17,2.14202,0.02433,2.01712,0.03038,,,,,
5271.168,0.0065,0.00457,5273.1,2.15031,0.02105,2.02333,-0.01476,,,,,
5273.097,0.00657,0.00461,5275.03,2.16442,0.01873,2.08324,-0.02472,,,,,
5275.026,0.00669,0.00503,5276.95,2.18742,0.03106,2.11167,0.01799,,,,,
5276.954,0.00689,0.00523,5278.88,2.18756,0.0547,2.08067,0.05249,,,,,
5278.883,0.0069,0.00502,5280.81,2.16627,0.05983,2.04531,0.04593,,,,,
5280.812,0.00672,0.00477,5282.74,2.1668,0.05053,2.04191,0.0224,,,,,
5282.741,0.00672,0.00474,5284.67,2.18402,0.05511,2.06359,0.01269,,,,,
5284.669,0.00687,0.00489,5286.6,2.18524,0.07255,2.07908,0.02172,,,,,
5286.598,0.00689,0.005,5288.53,2.17369,0.08579,2.08431,0.03562,,,,,
5288.527,0.0068,0.00504,5290.45,2.15906,0.09224,2.0891,0.05398,,,,,
5290.455,0.00668,0.00508,5292.38,2.13737,0.08502,2.08288,0.0806,,,,,
5292.384,0.00649,0.00505,5294.31,2.13188,0.06498,2.05239,0.09946,,,,,
5294.313,0.00643,0.00485,5296.24,2.15347,0.05845,2.01652,0.09705,,,,,
5296.242,0.00661,0.0046,5298.17,2.16384,0.07783,1.99193,0.08106,,,,,
5298.17,0.00671,0.00442,5300.1,2.13581,0.08919,1.97481,0.05726,,,,,
5300.099,0.00648,0.00429,5302.03,2.10815,0.06593,1.97323,0.03167,,,,,
5302.028,0.00623,0.00427,5303.96,2.12623,0.03882,1.98253,0.01498,,,,,
5303.956,0.00637,0.00433,5305.89,2.15888,0.04491,1.98558,0.00459,,,,,
5305.885,0.00665,0.00435,5307.81,2.15621,0.07029,1.9855,-0.01099,,,,,
5307.814,0.00664,0.00435,5309.74,2.12424,0.07282,1.99512,-0.03509,,,,,
5309.743,0.00637,0.00442,5311.67,2.10806,0.04792,2.03664,-0.04623,,,,,
5311.671,0.00622,0.00471,5313.6,2.12433,0.02587,2.07488,-0.01872,,,,,
5313.6,0.00635,0.00497,5315.53,2.14098,0.01946,2.06345,0.02004,,,,,
5315.529,0.00649,0.00489,5317.46,2.15163,0.01452,2.02875,0.02829,,,,,
5317.457,0.00658,0.00465,5319.39,2.17958,0.01922,2.01317,0.01428,,,,,
5319.386,0.00682,0.00454,5321.31,2.19607,0.04677,2.01475,0.00361,,,,,
5321.315,0.00697,0.00455,5323.24,2.17725,0.06998,2.00892,-0.00333,,,,,
5323.243,0.00682,0.00451,5325.17,2.15729,0.07151,2.00291,-0.01869,,,,,
5325.172,0.00665,0.00447,5327.1,2.15167,0.06794,2.01101,-0.03827,,,,,
5327.101,0.0066,0.00453,5329.03,2.14468,0.0673,2.03054,-0.05214,,,,,
5329.03,0.00654,0.00467,5330.96,2.13216,0.06094,2.0609,-0.04922,,,,,
5330.958,0.00643,0.00488,5332.89,2.12594,0.04565,2.07608,-0.0272,,,,,
5332.887,0.00637,0.00498,5334.82,2.13473,0.03226,2.06359,-0.01189,,,,,
5334.816,0.00644,0.00489,5336.74,2.14548,0.02783,2.05931,-0.01157,,,,,
5336.744,0.00653,0.00486,5338.67,2.15139,0.02596,2.06938,-7.82E-05,,,,,
5338.673,0.00658,0.00493,5340.6,2.16301,0.02872,2.04918,0.01767,,,,,
5340.602,0.00668,0.00479,5342.53,2.16613,0.03948,2.01181,0.008,,,,,
5342.531,0.00671,0.00453,5344.46,2.15197,0.0422,1.99836,-0.02491,,,,,
5344.459,0.00659,0.00444,5346.39,2.14309,0.02876,2.01134,-0.05801,,,,,
5346.388,0.00651,0.00454,5348.32,2.15167,0.01051,2.04333,-0.0748,,,,,
5348.317,0.00658,0.00477,5350.24,2.17625,0.00285,2.07395,-0.06753,,,,,
5350.245,0.00679,0.00498,5352.17,2.20057,0.01317,2.08072,-0.05108,,,,,
5352.174,0.007,0.00502,5354.1,2.21051,0.03355,2.0767,-0.04656,,,,,
5354.103,0.00709,0.00499,5356.03,2.20851,0.05248,2.08668,-0.04594,,,,,
5356.032,0.00708,0.00506,5357.96,2.20283,0.06995,2.09423,-0.03501,,,,,
5357.96,0.00704,0.00511,5359.89,2.18535,0.08563,2.08015,-0.03314,,,,,
5359.889,0.0069,0.00501,5361.82,2.14969,0.07872,2.08825,-0.04314,,,,,
5361.818,0.00659,0.00507,5363.75,2.13544,0.04451,2.11117,-0.03496,,,,,
5363.746,0.00645,0.00523,5365.68,2.17131,0.02409,2.1031,-0.02312,,,,,
5365.675,0.00675,0.00517,5367.6,2.20083,0.0443,2.11162,-0.02031,,,,,
5367.604,0.00701,0.00523,5369.53,2.18545,0.06978,2.13141,0.01012,,,,,
5369.533,0.00689,0.00537,5371.46,2.15754,0.06772,2.08835,0.04046,,,,,
5371.461,0.00665,0.00507,5373.39,2.14706,0.04727,2.03758,0.0218,,,,,
5373.39,0.00655,0.00471,5375.32,2.15378,0.0233,2.03489,-0.01207,,,,,
5375.319,0.0066,0.00469,5377.25,2.17974,0.00599,2.04009,-0.03437,,,,,
5377.247,0.00682,0.00473,5379.18,2.22361,0.01484,2.04605,-0.05785,,,,,
5379.176,0.0072,0.00478,5381.1,2.24634,0.05631,2.07922,-0.07324,,,,,
5381.105,0.00741,0.00502,5383.03,2.21985,0.08878,2.10984,-0.06087,,,,,
5383.034,0.0072,0.00523,5384.96,2.19541,0.09009,2.108,-0.04344,,,,,
5384.962,0.00699,0.00521,5386.89,2.19755,0.09227,2.10381,-0.04292,,,,,
5386.891,0.00701,0.00518,5388.82,2.18503,0.10147,2.11491,-0.04573,,,,,
5388.82,0.00691,0.00526,5390.75,2.16437,0.09787,2.13222,-0.03471,,,,,
5390.748,0.00673,0.00538,5392.68,2.15532,0.08169,2.13277,-0.01141,,,,,
5392.677,0.00664,0.00538,5394.61,2.16582,0.06665,2.10621,-0.00323,,,,,
5394.606,0.00672,0.00519,5396.53,2.19418,0.07699,2.09329,-0.01888,,,,,
5396.535,0.00697,0.0051,5398.46,2.19207,0.11161,2.10999,-0.02838,,,,,
5398.463,0.00698,0.00522,5400.39,2.14534,0.12068,2.11578,-0.02164,,,,,
5400.392,0.00659,0.00526,5402.32,2.11558,0.09046,2.10733,-0.02326,,,,,
5402.321,0.00631,0.0052,5404.25,2.13208,0.06217,2.1213,-0.02593,,,,,
5404.249,0.00643,0.0053,5406.18,2.15355,0.05742,2.12859,-0.01132,,,,,
5406.178,0.00661,0.00535,5408.11,2.16586,0.06596,2.10617,-0.00548,,,,,
5408.107,0.00672,0.00519,5410.04,2.17149,0.08395,2.09316,-0.02496,,,,,
5410.036,0.00678,0.0051,5411.96,2.15373,0.09858,2.11211,-0.04557,,,,,
5411.964,0.00664,0.00524,5413.89,2.13048,0.09539,2.14153,-0.04574,,,,,
5413.893,0.00644,0.00545,5415.82,2.11971,0.08444,2.16314,-0.02619,,,,,
5415.822,0.00634,0.0056,5417.75,2.10791,0.0691,2.16763,0.00529,,,,,
5417.75,0.00623,0.00563,5419.68,2.10242,0.04184,2.14218,0.02962,,,,,
5419.679,0.00617,0.00545,5421.61,2.12573,0.01566,2.10175,0.01917,,,,,
5421.608,0.00636,0.00516,5423.54,2.16682,0.01528,2.09905,-0.01401,,,,,
5423.537,0.00671,0.00514,5425.47,2.19047,0.04273,2.13531,-0.0252,,,,,
5425.465,0.00692,0.0054,5427.39,2.18191,0.07023,2.14957,-0.00725,,,,,
5427.394,0.00686,0.0055,5429.32,2.16588,0.08122,2.13704,-5.77E-04,,,,,
5429.323,0.00673,0.00541,5431.25,2.15926,0.09,2.14679,-0.00636,,,,,
5431.251,0.00668,0.00548,5433.18,2.13867,0.09614,2.17451,0.0082,,,,,
5433.18,0.00651,0.00568,5435.11,2.11598,0.08634,2.18286,0.05221,,,,,
5435.109,0.00631,0.00575,5437.04,2.11331,0.07606,2.14354,0.0946,,,,,
5437.037,0.00628,0.00549,5438.97,2.10187,0.07069,2.0733,0.09146,,,,,
5438.966,0.00618,0.00499,5440.9,2.08062,0.0488,2.03089,0.04624,,,,,
5440.895,0.00599,0.00467,5442.82,2.08657,0.01575,2.03352,-0.00505,,,,,
5442.824,0.00603,0.00468,5444.75,2.11642,-0.00168,2.05993,-0.03939,,,,,
5444.752,0.00628,0.00487,5446.68,2.14115,0.00554,2.0935,-0.0509,,,,,
5446.681,0.00649,0.00511,5448.61,2.14098,0.01895,2.11644,-0.04362,,,,,
5448.61,0.00649,0.00527,5450.54,2.12807,0.01741,2.11514,-0.04089,,,,,
5450.538,0.00638,0.00526,5452.47,2.12351,-8.62E-04,2.12582,-0.05207,,,,,
5452.467,0.00634,0.00534,5454.4,2.14214,-0.02064,2.15649,-0.05323,,,,,
5454.396,0.0065,0.00556,5456.32,2.17842,-0.01808,2.17363,-0.04228,,,,,
5456.325,0.00681,0.00568,5458.25,2.19134,0.00625,2.19329,-0.03347,,,,,
5458.253,0.00692,0.00582,5460.18,2.1738,0.01534,2.23627,0.00137,,,,,
5460.182,0.00677,0.00613,5462.11,2.17509,0.00349,2.23625,0.07558,,,,,
5462.111,0.00678,0.00615,5464.04,2.20409,0.00432,2.15789,0.11656,,,,,
5464.039,0.00703,0.00561,5465.97,2.22429,0.03521,2.08266,0.08303,,,,,
5465.968,0.00721,0.00505,5467.9,2.20191,0.06644,2.08033,0.02777,,,,,
5467.897,0.00703,0.00501,5469.83,2.16598,0.0643,2.11745,0.00312,,,,,
5469.826,0.00672,0.00527,5471.75,2.16116,0.04662,2.14255,0.01111,,,,,
5471.754,0.00667,0.00545,5473.68,2.1719,0.04118,2.15056,0.0291,,,,,
5473.683,0.00676,0.00551,5475.61,2.17403,0.04552,2.14827,0.05075,,,,,
5475.612,0.00678,0.0055,5477.54,2.17161,0.04785,2.12241,0.0624,,,,,
5477.54,0.00676,0.00532,5479.47,2.1759,0.05473,2.09638,0.04969,,,,,
5479.469,0.0068,0.00513,5481.4,2.16794,0.06974,2.0972,0.03151,,,,,
5481.398,0.00674,0.00513,5483.33,2.13628,0.06932,2.10035,0.01893,,,,,
5483.327,0.00647,0.00515,5485.26,2.11541,0.04326,2.1118,0.0077,,,,,
5485.255,0.00628,0.00523,5487.18,2.12807,0.01718,2.14245,0.0187,,,,,
5487.184,0.00638,0.00545,5489.11,2.14816,0.01166,2.13971,0.05416,,,,,
5489.113,0.00655,0.00544,5491.04,2.15047,0.0136,2.09008,0.06097,,,,,
5491.041,0.00657,0.00509,5492.97,2.15167,0.01042,2.06051,0.0236,,,,,
5492.97,0.00658,0.00487,5494.9,2.15291,0.00338,2.08634,-0.01312,,,,,
5494.899,0.00659,0.00505,5496.83,2.1587,-0.00922,2.12433,-0.01637,,,,,
5496.828,0.00664,0.00532,5498.76,2.18429,-0.01444,2.14264,0.00276,,,,,
5498.756,0.00686,0.00545,5500.69,2.20757,0.00292,2.14236,0.02284,,,,,
5500.685,0.00706,0.00545,5502.61,2.20037,0.02298,2.13363,0.03456,,,,,
5502.614,0.007,0.00539,5504.54,2.18984,0.0269,2.1303,0.04703,,,,,
5504.542,0.00691,0.00537,5506.47,2.19205,0.03033,2.10988,0.06059,,,,,
5506.471,0.00693,0.00523,5508.4,2.18146,0.03489,2.07218,0.05136,,,,,
5508.4,0.00684,0.00496,5510.33,2.16554,0.02158,2.05487,0.01973,,,,,
5510.329,0.0067,0.00483,5512.26,2.18091,0.00531,2.06506,-0.009,,,,,
5512.257,0.00683,0.0049,5514.19,2.20175,0.00922,2.07456,-0.03037,,,,,
5514.186,0.00701,0.00497,5516.11,2.20279,0.01884,2.09332,-0.0542,,,,,
5516.115,0.00702,0.00511,5518.04,2.20505,0.0217,2.13897,-0.06574,,,,,
5518.043,0.00704,0.00544,5519.97,2.21415,0.02753,2.19172,-0.03899,,,,,
5519.972,0.00712,0.00581,5521.9,2.22161,0.04457,2.20466,0.01975,,,,,
5521.901,0.00719,0.0059,5523.83,2.21112,0.06723,2.16293,0.06176,,,,,
5523.829,0.00711,0.00561,5525.76,2.17825,0.0725,2.11138,0.05883,,,,,
5525.758,0.00683,0.00524,5527.69,2.15492,0.05383,2.08741,0.02841,,,,,
5527.687,0.00662,0.00506,5529.62,2.1559,0.03144,2.09491,-0.00103,,,,,
5529.616,0.00662,0.00511,5531.54,2.1633,0.01645,2.11596,-0.01078,,,,,
5531.544,0.00668,0.00526,5533.47,2.1716,0.00303,2.11877,-0.0114,,,,,
5533.473,0.00675,0.00528,5535.4,2.19134,-0.00786,2.11708,-0.02661,,,,,
5535.402,0.00692,0.00527,5537.33,2.22259,-0.00212,2.14577,-0.04478,,,,,
5537.33,0.00719,0.00548,5539.26,2.24069,0.02398,2.19325,-0.03486,,,,,
5539.259,0.00735,0.00582,5541.19,2.23387,0.05325,2.21988,0.00597,,,,,
5541.188,0.0073,0.00601,5543.12,2.21088,0.07085,2.21689,0.05851,,,,,
5543.117,0.00711,0.006,5545.05,2.17757,0.06558,2.174,0.09646,,,,,
5545.045,0.00682,0.00571,5546.97,2.15813,0.03477,2.11324,0.08902,,,,,
5546.974,0.00664,0.00527,5548.9,2.17858,0.00371,2.09063,0.0516,,,,,
5548.903,0.00681,0.00509,5550.83,2.21335,-0.00426,2.10865,0.02551,,,,,
5550.831,0.00711,0.00521,5552.76,2.24322,0.00983,2.12959,0.02972,,,,,
5552.76,0.00737,0.00536,5554.69,2.26184,0.04288,2.12201,0.0447,,,,,
5554.689,0.00754,0.00531,5556.62,2.24415,0.07295,2.09809,0.04416,,,,,
5556.618,0.0074,0.00514,5558.55,2.22071,0.07863,2.07765,0.02115,,,,,
5558.546,0.0072,0.00499,5560.48,2.2192,0.08304,2.08495,-0.00969,,,,,
5560.475,0.00719,0.00504,5562.4,2.20223,0.09159,2.11438,-0.0217,,,,,
5562.404,0.00705,0.00525,5564.33,2.17531,0.08015,2.12429,-0.01752,,,,,
5564.332,0.00681,0.00532,5566.26,2.1757,0.05811,2.1198,-0.02913,,,,,
5566.261,0.0068,0.00529,5568.19,2.19361,0.0498,2.1512,-0.0474,,,,,
5568.19,0.00695,0.00552,5570.12,2.20693,0.06022,2.20869,-0.02406,,,,,
5570.119,0.00707,0.00593,5572.05,2.20108,0.0778,2.20841,0.03385,,,,,
5572.047,0.00703,0.00593,5573.98,2.17118,0.0735,2.15257,0.04826,,,,,
5573.976,0.00677,0.00553,5575.9,2.16588,0.04552,2.13959,0.0215,,,,,
5575.905,0.00671,0.00543,5577.83,2.20117,0.03533,2.17438,0.01833,,,,,
5577.833,0.00701,0.00568,5579.76,2.21985,0.05683,2.17891,0.04836,,,,,
5579.762,0.00718,0.00572,5581.69,2.20602,0.07375,2.14753,0.06335,,,,,
5581.691,0.00707,0.0055,5583.62,2.19983,0.07898,2.12694,0.05712,,,,,
5583.62,0.00702,0.00535,5585.55,2.19348,0.0859,2.1122,0.04386,,,,,
5585.548,0.00697,0.00524,5587.48,2.17814,0.08806,2.10175,0.01976,,,,,
5587.477,0.00684,0.00516,5589.41,2.16684,0.08364,2.11741,-0.00677,,,,,
5589.406,0.00674,0.00527,5591.33,2.15693,0.07609,2.15509,-0.0103,,,,,
5591.334,0.00665,0.00554,5593.26,2.14947,0.06576,2.17718,0.01565,,,,,
5593.263,0.00658,0.0057,5595.19,2.14223,0.04987,2.16519,0.04575,,,,,
5595.192,0.00651,0.00562,5597.12,2.14317,0.02517,2.13012,0.05062,,,,,
5597.121,0.00651,0.00537,5599.05,2.16923,0.00559,2.10724,0.02659,,,,,
5599.049,0.00673,0.0052,5600.98,2.20178,0.00621,2.11886,0.0017,,,,,
5600.978,0.00701,0.00528,5602.91,2.22576,0.02399,2.13282,-0.00902,,,,,
5602.907,0.00722,0.00538,5604.84,2.23733,0.05301,2.14246,-0.01784,,,,,
5604.835,0.00733,0.00545,5606.76,2.22619,0.08194,2.16319,-0.02369,,,,,
5606.764,0.00725,0.0056,5608.69,2.20061,0.09672,2.18118,-0.02373,,,,,
5608.693,0.00704,0.00573,5610.62,2.17212,0.08998,2.2074,-0.01925,,,,,
5610.622,0.00679,0.00592,5612.55,2.1633,0.06913,2.2444,0.00963,,,,,
5612.55,0.0067,0.00619,5614.48,2.18345,0.06471,2.24658,0.0638,,,,,
5614.479,0.00687,0.00622,5616.41,2.18326,0.08288,2.19538,0.08947,,,,,
5616.408,0.00688,0.00586,5618.34,2.14821,0.08224,2.16105,0.06904,,,,,
5618.336,0.00658,0.0056,5620.27,2.13038,0.05116,2.17744,0.05029,,,,,
5620.265,0.00641,0.00571,5622.19,2.14923,0.01787,2.19369,0.05576,,,,,
5622.194,0.00656,0.00583,5624.12,2.19246,0.01057,2.20089,0.0724,,,,,
5624.122,0.00693,0.00589,5626.05,2.22754,0.0404,2.2011,0.10159,,,,,
5626.051,0.00724,0.00591,5627.98,2.22026,0.08392,2.15978,0.11233,,,,,
5627.98,0.0072,0.00562,5629.91,2.18113,0.10508,2.13713,0.08842,,,,,
5629.909,0.00688,0.00544,5631.84,2.14018,0.0927,2.16434,0.08043,,,,,
5631.837,0.00652,0.00563,5633.77,2.12177,0.05722,2.16799,0.10096,,,,,
5633.766,0.00634,0.00567,5635.69,2.14309,0.02921,2.14475,0.10978,,,,,
5635.695,0.00651,0.00551,5637.62,2.1699,0.03192,2.13633,0.10994,,,,,
5637.623,0.00674,0.00545,5639.55,2.16361,0.0438,2.12095,0.10908,,,,,
5639.552,0.00669,0.00534,5641.48,2.14309,0.02917,2.10318,0.09064,,,,,
5641.481,0.00651,0.0052,5643.41,2.1599,0.00337,2.12534,0.07933,,,,,
5643.41,0.00665,0.00535,5645.34,2.19831,0.00458,2.14399,0.10391,,,,,
5645.338,0.00698,0.0055,5647.27,2.20841,0.02554,2.11485,0.13434,,,,,
5647.267,0.00707,0.00532,5649.2,2.20561,0.04034,2.05924,0.12505,,,,,
5649.196,0.00705,0.00492,5651.12,2.20277,0.05174,2.03011,0.07769,,,,,
5651.124,0.00703,0.00468,5653.05,2.19082,0.05832,2.05717,0.03705,,,,,
5653.053,0.00693,0.00485,5654.98,2.18257,0.06025,2.09567,0.035,,,,,
5654.982,0.00686,0.00512,5656.91,2.16868,0.05834,2.10452,0.0561,,,,,
5656.911,0.00674,0.00519,5658.84,2.15094,0.03894,2.08796,0.07072,,,,,
5658.839,0.00658,0.00508,5660.77,2.16566,0.01461,2.06004,0.06255,,,,,
5660.768,0.0067,0.00488,5662.7,2.19819,0.01706,2.04864,0.03603,,,,,
5662.697,0.00698,0.00479,5664.62,2.20096,0.04145,2.06212,0.01409,,,,,
5664.625,0.00701,0.00488,5666.55,2.16497,0.03889,2.07506,0.00564,,,,,
5666.554,0.0067,0.00497,5668.48,2.15642,-0.00163,2.08217,0.00325,,,,,
5668.483,0.00662,0.00502,5670.41,2.20824,-0.03183,2.07788,-0.00448,,,,,
5670.412,0.00707,0.00499,5672.34,2.27178,-0.01005,2.07447,-0.03253,,,,,
5672.34,0.00762,0.00497,5674.27,2.29234,0.04853,2.11535,-0.06261,,,,,
5674.269,0.00781,0.00527,5676.2,2.26424,0.09389,2.18144,-0.05261,,,,,
5676.198,0.00759,0.00574,5678.13,2.23175,0.10899,2.2158,3.39E-05,,,,,
5678.126,0.00732,0.00598,5680.06,2.21641,0.12209,2.20576,0.06092,,,,,
5680.055,0.0072,0.00592,5681.98,2.17689,0.13071,2.15335,0.09412,,,,,
5681.984,0.00687,0.00556,5683.91,2.12633,0.10146,2.09568,0.08,,,,,
5683.913,0.00641,0.00514,5685.84,2.12312,0.05419,2.07291,0.0362,,,,,
5685.841,0.00635,0.00496,5687.77,2.148,0.01976,2.09631,7.29E-04,,,,,
